DSP,Relation,DSI,Source
DSP023637,has_ingredient,DSI000847,NHP
DSP023638,has_ingredient,DSI000433,NHP
DSP023639,has_ingredient,DSI000081,NHP
DSP023640,has_ingredient,DSI000036,NHP
DSP023641,has_ingredient,DSI000587,NHP
DSP023641,has_ingredient,DSI000041,NHP
DSP023642,has_ingredient,DSI000555,NHP
DSP023642,has_ingredient,DSI000351,NHP
DSP023643,has_ingredient,DSI001152,NHP
DSP023643,has_ingredient,DSI000745,NHP
DSP023643,has_ingredient,DSI000747,NHP
DSP023643,has_ingredient,DSI000038,NHP
DSP023644,has_ingredient,DSI000013,NHP
DSP023645,has_ingredient,DSI000043,NHP
DSP023646,has_ingredient,DSI000043,NHP
DSP023647,has_ingredient,DSI000020,NHP
DSP023648,has_ingredient,DSI000002,NHP
DSP023648,has_ingredient,DSI000184,NHP
DSP023649,has_ingredient,DSI002940,NHP
DSP023650,has_ingredient,DSI001671,NHP
DSP023651,has_ingredient,DSI000176,NHP
DSP023652,has_ingredient,DSI001995,NHP
DSP023652,has_ingredient,DSI000759,NHP
DSP023652,has_ingredient,DSI002941,NHP
DSP023652,has_ingredient,DSI001785,NHP
DSP023652,has_ingredient,DSI001786,NHP
DSP023652,has_ingredient,DSI001236,NHP
DSP023652,has_ingredient,DSI000898,NHP
DSP023652,has_ingredient,DSI000656,NHP
DSP023652,has_ingredient,DSI000040,NHP
DSP023652,has_ingredient,DSI002917,NHP
DSP023653,has_ingredient,DSI000380,NHP
DSP023653,has_ingredient,DSI000144,NHP
DSP023653,has_ingredient,DSI000120,NHP
DSP023653,has_ingredient,DSI001989,NHP
DSP023653,has_ingredient,DSI002942,NHP
DSP023653,has_ingredient,DSI000896,NHP
DSP023653,has_ingredient,DSI000125,NHP
DSP023653,has_ingredient,DSI000141,NHP
DSP023654,has_ingredient,DSI000176,NHP
DSP023655,has_ingredient,DSI000045,NHP
DSP023656,has_ingredient,DSI002943,NHP
DSP023656,has_ingredient,DSI002944,NHP
DSP023656,has_ingredient,DSI002945,NHP
DSP023656,has_ingredient,DSI002946,NHP
DSP023656,has_ingredient,DSI002848,NHP
DSP023656,has_ingredient,DSI002947,NHP
DSP023656,has_ingredient,DSI002948,NHP
DSP023657,has_ingredient,DSI000045,NHP
DSP023658,has_ingredient,DSI001703,NHP
DSP023659,has_ingredient,DSI000779,NHP
DSP023659,has_ingredient,DSI001663,NHP
DSP023660,has_ingredient,DSI000596,NHP
DSP023660,has_ingredient,DSI000161,NHP
DSP023660,has_ingredient,DSI002372,NHP
DSP023661,has_ingredient,DSI000046,NHP
DSP023661,has_ingredient,DSI000205,NHP
DSP023662,has_ingredient,DSI000176,NHP
DSP023662,has_ingredient,DSI000096,NHP
DSP023662,has_ingredient,DSI000017,NHP
DSP023662,has_ingredient,DSI000018,NHP
DSP023662,has_ingredient,DSI000019,NHP
DSP023662,has_ingredient,DSI000020,NHP
DSP023662,has_ingredient,DSI000021,NHP
DSP023662,has_ingredient,DSI000006,NHP
DSP023663,has_ingredient,DSI000172,NHP
DSP023663,has_ingredient,DSI000012,NHP
DSP023663,has_ingredient,DSI000061,NHP
DSP023663,has_ingredient,DSI000173,NHP
DSP023663,has_ingredient,DSI000014,NHP
DSP023663,has_ingredient,DSI000175,NHP
DSP023663,has_ingredient,DSI000176,NHP
DSP023663,has_ingredient,DSI000177,NHP
DSP023663,has_ingredient,DSI000178,NHP
DSP023663,has_ingredient,DSI000096,NHP
DSP023663,has_ingredient,DSI000017,NHP
DSP023663,has_ingredient,DSI000018,NHP
DSP023663,has_ingredient,DSI000019,NHP
DSP023663,has_ingredient,DSI000011,NHP
DSP023663,has_ingredient,DSI000020,NHP
DSP023663,has_ingredient,DSI000021,NHP
DSP023663,has_ingredient,DSI000041,NHP
DSP023663,has_ingredient,DSI000022,NHP
DSP023663,has_ingredient,DSI000184,NHP
DSP023663,has_ingredient,DSI000359,NHP
DSP023663,has_ingredient,DSI000006,NHP
DSP023664,has_ingredient,DSI000176,NHP
DSP023664,has_ingredient,DSI000016,NHP
DSP023664,has_ingredient,DSI000017,NHP
DSP023664,has_ingredient,DSI000018,NHP
DSP023664,has_ingredient,DSI000019,NHP
DSP023664,has_ingredient,DSI000020,NHP
DSP023664,has_ingredient,DSI000021,NHP
DSP023664,has_ingredient,DSI000006,NHP
DSP023665,has_ingredient,DSI000534,NHP
DSP023666,has_ingredient,DSI000871,NHP
DSP023667,has_ingredient,DSI000254,NHP
DSP023667,has_ingredient,DSI000255,NHP
DSP023668,has_ingredient,DSI000168,NHP
DSP023668,has_ingredient,DSI000212,NHP
DSP023668,has_ingredient,DSI000512,NHP
DSP023668,has_ingredient,DSI000843,NHP
DSP023668,has_ingredient,DSI000237,NHP
DSP023669,has_ingredient,DSI000081,NHP
DSP023669,has_ingredient,DSI000326,NHP
DSP023669,has_ingredient,DSI000084,NHP
DSP023669,has_ingredient,DSI000367,NHP
DSP023670,has_ingredient,DSI000047,NHP
DSP023670,has_ingredient,DSI000341,NHP
DSP023671,has_ingredient,DSI000528,NHP
DSP023672,has_ingredient,DSI000285,NHP
DSP023672,has_ingredient,DSI000116,NHP
DSP023672,has_ingredient,DSI000430,NHP
DSP023672,has_ingredient,DSI000536,NHP
DSP023672,has_ingredient,DSI000449,NHP
DSP023672,has_ingredient,DSI000118,NHP
DSP023673,has_ingredient,DSI002949,NHP
DSP023673,has_ingredient,DSI000081,NHP
DSP023673,has_ingredient,DSI000326,NHP
DSP023673,has_ingredient,DSI000084,NHP
DSP023673,has_ingredient,DSI001200,NHP
DSP023673,has_ingredient,DSI001310,NHP
DSP023673,has_ingredient,DSI001260,NHP
DSP023674,has_ingredient,DSI000071,NHP
DSP023674,has_ingredient,DSI000022,NHP
DSP023675,has_ingredient,DSI000069,NHP
DSP023675,has_ingredient,DSI000222,NHP
DSP023675,has_ingredient,DSI000510,NHP
DSP023675,has_ingredient,DSI000288,NHP
DSP023675,has_ingredient,DSI000084,NHP
DSP023675,has_ingredient,DSI000292,NHP
DSP023675,has_ingredient,DSI000293,NHP
DSP023675,has_ingredient,DSI000536,NHP
DSP023675,has_ingredient,DSI000449,NHP
DSP023676,has_ingredient,DSI000946,NHP
DSP023677,has_ingredient,DSI000001,NHP
DSP023678,has_ingredient,DSI000028,NHP
DSP023679,has_ingredient,DSI002610,NHP
DSP023680,has_ingredient,DSI000081,NHP
DSP023680,has_ingredient,DSI000326,NHP
DSP023680,has_ingredient,DSI000092,NHP
DSP023680,has_ingredient,DSI000367,NHP
DSP023680,has_ingredient,DSI000086,NHP
DSP023680,has_ingredient,DSI001260,NHP
DSP023681,has_ingredient,DSI002061,NHP
DSP023682,has_ingredient,DSI000100,NHP
DSP023683,has_ingredient,DSI000198,NHP
DSP023684,has_ingredient,DSI000510,NHP
DSP023685,has_ingredient,DSI000326,NHP
DSP023685,has_ingredient,DSI000367,NHP
DSP023686,has_ingredient,DSI000092,NHP
DSP023687,has_ingredient,DSI000775,NHP
DSP023688,has_ingredient,DSI000046,NHP
DSP023688,has_ingredient,DSI001075,NHP
DSP023688,has_ingredient,DSI000082,NHP
DSP023688,has_ingredient,DSI000326,NHP
DSP023688,has_ingredient,DSI000073,NHP
DSP023688,has_ingredient,DSI000534,NHP
DSP023688,has_ingredient,DSI000872,NHP
DSP023688,has_ingredient,DSI000816,NHP
DSP023688,has_ingredient,DSI000587,NHP
DSP023688,has_ingredient,DSI000237,NHP
DSP023688,has_ingredient,DSI000351,NHP
DSP023689,has_ingredient,DSI000459,NHP
DSP023685,has_ingredient,DSI000081,NHP
DSP023690,has_ingredient,DSI000026,NHP
DSP023690,has_ingredient,DSI002950,NHP
DSP023690,has_ingredient,DSI000348,NHP
DSP023690,has_ingredient,DSI001190,NHP
DSP023690,has_ingredient,DSI000034,NHP
DSP023690,has_ingredient,DSI000041,NHP
DSP023691,has_ingredient,DSI000026,NHP
DSP023691,has_ingredient,DSI000402,NHP
DSP023691,has_ingredient,DSI000348,NHP
DSP023691,has_ingredient,DSI002951,NHP
DSP023691,has_ingredient,DSI001190,NHP
DSP023691,has_ingredient,DSI000041,NHP
DSP023692,has_ingredient,DSI000724,NHP
DSP023693,has_ingredient,DSI000074,NHP
DSP023694,has_ingredient,DSI000046,NHP
DSP023694,has_ingredient,DSI000205,NHP
DSP023695,has_ingredient,DSI001732,NHP
DSP023696,has_ingredient,DSI002952,NHP
DSP023697,has_ingredient,DSI000022,NHP
DSP023698,has_ingredient,DSI000071,NHP
DSP023699,has_ingredient,DSI000782,NHP
DSP023700,has_ingredient,DSI000637,NHP
DSP023701,has_ingredient,DSI000012,NHP
DSP023701,has_ingredient,DSI000013,NHP
DSP023701,has_ingredient,DSI000014,NHP
DSP023701,has_ingredient,DSI000015,NHP
DSP023701,has_ingredient,DSI000016,NHP
DSP023701,has_ingredient,DSI000017,NHP
DSP023701,has_ingredient,DSI000018,NHP
DSP023701,has_ingredient,DSI000019,NHP
DSP023701,has_ingredient,DSI000020,NHP
DSP023701,has_ingredient,DSI000021,NHP
DSP023701,has_ingredient,DSI000419,NHP
DSP023702,has_ingredient,DSI000416,NHP
DSP023702,has_ingredient,DSI002276,NHP
DSP023702,has_ingredient,DSI000367,NHP
DSP023703,has_ingredient,DSI000847,NHP
DSP023704,has_ingredient,DSI000744,NHP
DSP023705,has_ingredient,DSI002953,NHP
DSP023706,has_ingredient,DSI000635,NHP
DSP023707,has_ingredient,DSI000069,NHP
DSP023707,has_ingredient,DSI000324,NHP
DSP023707,has_ingredient,DSI000222,NHP
DSP023707,has_ingredient,DSI000234,NHP
DSP023707,has_ingredient,DSI000332,NHP
DSP023707,has_ingredient,DSI000084,NHP
DSP023707,has_ingredient,DSI000290,NHP
DSP023707,has_ingredient,DSI000293,NHP
DSP023707,has_ingredient,DSI000449,NHP
DSP023707,has_ingredient,DSI000118,NHP
DSP023708,has_ingredient,DSI001890,NHP
DSP023709,has_ingredient,DSI000413,NHP
DSP023710,has_ingredient,DSI000491,NHP
DSP023711,has_ingredient,DSI001544,NHP
DSP023712,has_ingredient,DSI000254,NHP
DSP023712,has_ingredient,DSI000255,NHP
DSP023713,has_ingredient,DSI000597,NHP
DSP023713,has_ingredient,DSI000876,NHP
DSP023714,has_ingredient,DSI000007,NHP
DSP023714,has_ingredient,DSI001197,NHP
DSP023714,has_ingredient,DSI000082,NHP
DSP023714,has_ingredient,DSI000364,NHP
DSP023714,has_ingredient,DSI000403,NHP
DSP023714,has_ingredient,DSI000336,NHP
DSP023714,has_ingredient,DSI000327,NHP
DSP023715,has_ingredient,DSI000188,NHP
DSP023716,has_ingredient,DSI000096,NHP
DSP007712,has_ingredient,DSI000026,NHP
DSP007712,has_ingredient,DSI000171,NHP
DSP007712,has_ingredient,DSI000574,NHP
DSP007712,has_ingredient,DSI000587,NHP
DSP007712,has_ingredient,DSI000046,NHP
DSP007712,has_ingredient,DSI000013,NHP
DSP007712,has_ingredient,DSI000014,NHP
DSP007712,has_ingredient,DSI000475,NHP
DSP007712,has_ingredient,DSI000178,NHP
DSP007712,has_ingredient,DSI002950,NHP
DSP007712,has_ingredient,DSI000034,NHP
DSP007712,has_ingredient,DSI000471,NHP
DSP007712,has_ingredient,DSI000183,NHP
DSP007712,has_ingredient,DSI000268,NHP
DSP023717,has_ingredient,DSI000161,NHP
DSP023718,has_ingredient,DSI000176,NHP
DSP023719,has_ingredient,DSI000173,NHP
DSP023719,has_ingredient,DSI000011,NHP
DSP023719,has_ingredient,DSI000006,NHP
DSP023720,has_ingredient,DSI000021,NHP
DSP023721,has_ingredient,DSI000273,NHP
DSP023721,has_ingredient,DSI000274,NHP
DSP023721,has_ingredient,DSI000277,NHP
DSP023721,has_ingredient,DSI000404,NHP
DSP023721,has_ingredient,DSI000278,NHP
DSP023721,has_ingredient,DSI001632,NHP
DSP023721,has_ingredient,DSI000865,NHP
DSP023721,has_ingredient,DSI000280,NHP
DSP023721,has_ingredient,DSI000548,NHP
DSP023722,has_ingredient,DSI000045,NHP
DSP023723,has_ingredient,DSI000488,NHP
DSP023723,has_ingredient,DSI001645,NHP
DSP023723,has_ingredient,DSI000579,NHP
DSP023723,has_ingredient,DSI000354,NHP
DSP023723,has_ingredient,DSI000580,NHP
DSP023723,has_ingredient,DSI000491,NHP
DSP023723,has_ingredient,DSI000939,NHP
DSP023724,has_ingredient,DSI001964,NHP
DSP023725,has_ingredient,DSI000506,NHP
DSP023725,has_ingredient,DSI002955,NHP
DSP023726,has_ingredient,DSI000528,NHP
DSP023727,has_ingredient,DSI000008,NHP
DSP023727,has_ingredient,DSI002078,NHP
DSP023727,has_ingredient,DSI000403,NHP
DSP023728,has_ingredient,DSI000007,NHP
DSP023728,has_ingredient,DSI000008,NHP
DSP023728,has_ingredient,DSI000177,NHP
DSP023728,has_ingredient,DSI000041,NHP
DSP023729,has_ingredient,DSI000046,NHP
DSP023729,has_ingredient,DSI000097,NHP
DSP023730,has_ingredient,DSI000258,NHP
DSP023730,has_ingredient,DSI000553,NHP
DSP023730,has_ingredient,DSI000184,NHP
DSP023731,has_ingredient,DSI000683,NHP
DSP023731,has_ingredient,DSI000451,NHP
DSP023732,has_ingredient,DSI000127,NHP
DSP023732,has_ingredient,DSI000317,NHP
DSP023732,has_ingredient,DSI002956,NHP
DSP023732,has_ingredient,DSI000136,NHP
DSP023732,has_ingredient,DSI002957,NHP
DSP023732,has_ingredient,DSI000726,NHP
DSP023732,has_ingredient,DSI002958,NHP
DSP023732,has_ingredient,DSI000452,NHP
DSP023732,has_ingredient,DSI000142,NHP
DSP023733,has_ingredient,DSI000056,NHP
DSP023734,has_ingredient,DSI000141,NHP
DSP023735,has_ingredient,DSI000361,NHP
DSP023736,has_ingredient,DSI000059,NHP
DSP023737,has_ingredient,DSI002390,NHP
DSP023738,has_ingredient,DSI000745,NHP
DSP023738,has_ingredient,DSI000347,NHP
DSP023738,has_ingredient,DSI000025,NHP
DSP023738,has_ingredient,DSI000036,NHP
DSP023739,has_ingredient,DSI000134,NHP
DSP023739,has_ingredient,DSI000101,NHP
DSP023739,has_ingredient,DSI001023,NHP
DSP023739,has_ingredient,DSI000578,NHP
DSP023740,has_ingredient,DSI000403,NHP
DSP023741,has_ingredient,DSI002078,NHP
DSP023742,has_ingredient,DSI000119,NHP
DSP023742,has_ingredient,DSI000413,NHP
DSP023743,has_ingredient,DSI000071,NHP
DSP023743,has_ingredient,DSI000022,NHP
DSP023744,has_ingredient,DSI000012,NHP
DSP023744,has_ingredient,DSI000071,NHP
DSP023744,has_ingredient,DSI000061,NHP
DSP023744,has_ingredient,DSI000173,NHP
DSP023744,has_ingredient,DSI000014,NHP
DSP023744,has_ingredient,DSI000175,NHP
DSP023744,has_ingredient,DSI000176,NHP
DSP023744,has_ingredient,DSI000161,NHP
DSP023744,has_ingredient,DSI000177,NHP
DSP023744,has_ingredient,DSI000178,NHP
DSP023744,has_ingredient,DSI000016,NHP
DSP023744,has_ingredient,DSI000017,NHP
DSP023744,has_ingredient,DSI000018,NHP
DSP023744,has_ingredient,DSI000002,NHP
DSP023744,has_ingredient,DSI000011,NHP
DSP023744,has_ingredient,DSI000019,NHP
DSP023744,has_ingredient,DSI000020,NHP
DSP023744,has_ingredient,DSI000021,NHP
DSP023744,has_ingredient,DSI000041,NHP
DSP023744,has_ingredient,DSI000022,NHP
DSP023744,has_ingredient,DSI000184,NHP
DSP023744,has_ingredient,DSI000006,NHP
DSP023745,has_ingredient,DSI000351,NHP
DSP023653,has_ingredient,DSI002959,NHP
DSP023653,has_ingredient,DSI000893,NHP
DSP023746,has_ingredient,DSI000056,NHP
DSP023747,has_ingredient,DSI002119,NHP
DSP023747,has_ingredient,DSI000011,NHP
DSP023747,has_ingredient,DSI000041,NHP
DSP023747,has_ingredient,DSI000022,NHP
DSP023748,has_ingredient,DSI000283,NHP
DSP023748,has_ingredient,DSI000872,NHP
DSP023748,has_ingredient,DSI000000,NHP
DSP023749,has_ingredient,DSI000254,NHP
DSP023749,has_ingredient,DSI000255,NHP
DSP023750,has_ingredient,DSI000555,NHP
DSP023750,has_ingredient,DSI000595,NHP
DSP023750,has_ingredient,DSI000177,NHP
DSP023750,has_ingredient,DSI001132,NHP
DSP023751,has_ingredient,DSI000463,NHP
DSP023751,has_ingredient,DSI000457,NHP
DSP023751,has_ingredient,DSI001293,NHP
DSP023751,has_ingredient,DSI001042,NHP
DSP023751,has_ingredient,DSI001294,NHP
DSP023751,has_ingredient,DSI000456,NHP
DSP023751,has_ingredient,DSI000041,NHP
DSP023752,has_ingredient,DSI000155,NHP
DSP023752,has_ingredient,DSI000046,NHP
DSP023752,has_ingredient,DSI000553,NHP
DSP023752,has_ingredient,DSI000204,NHP
DSP023752,has_ingredient,DSI000014,NHP
DSP023752,has_ingredient,DSI000871,NHP
DSP023752,has_ingredient,DSI002056,NHP
DSP023752,has_ingredient,DSI000035,NHP
DSP023752,has_ingredient,DSI002960,NHP
DSP023752,has_ingredient,DSI000340,NHP
DSP023752,has_ingredient,DSI000471,NHP
DSP023752,has_ingredient,DSI002834,NHP
DSP023752,has_ingredient,DSI000196,NHP
DSP023752,has_ingredient,DSI000041,NHP
DSP023752,has_ingredient,DSI000184,NHP
DSP023752,has_ingredient,DSI001069,NHP
DSP023752,has_ingredient,DSI000351,NHP
DSP023752,has_ingredient,DSI000042,NHP
DSP023753,has_ingredient,DSI000069,NHP
DSP023753,has_ingredient,DSI000324,NHP
DSP023753,has_ingredient,DSI000234,NHP
DSP023753,has_ingredient,DSI000332,NHP
DSP023753,has_ingredient,DSI000084,NHP
DSP023753,has_ingredient,DSI000290,NHP
DSP023753,has_ingredient,DSI000486,NHP
DSP023753,has_ingredient,DSI000225,NHP
DSP023753,has_ingredient,DSI000226,NHP
DSP023753,has_ingredient,DSI000449,NHP
DSP023753,has_ingredient,DSI000237,NHP
DSP023753,has_ingredient,DSI000487,NHP
DSP023754,has_ingredient,DSI000621,NHP
DSP023755,has_ingredient,DSI000816,NHP
DSP023756,has_ingredient,DSI000045,NHP
DSP023756,has_ingredient,DSI000010,NHP
DSP023756,has_ingredient,DSI000203,NHP
DSP023756,has_ingredient,DSI000172,NHP
DSP023756,has_ingredient,DSI001042,NHP
DSP023756,has_ingredient,DSI000456,NHP
DSP023756,has_ingredient,DSI000457,NHP
DSP023756,has_ingredient,DSI000474,NHP
DSP023756,has_ingredient,DSI000014,NHP
DSP023756,has_ingredient,DSI000354,NHP
DSP023756,has_ingredient,DSI000872,NHP
DSP023756,has_ingredient,DSI000477,NHP
DSP023756,has_ingredient,DSI000032,NHP
DSP023756,has_ingredient,DSI000460,NHP
DSP023756,has_ingredient,DSI000041,NHP
DSP023756,has_ingredient,DSI000184,NHP
DSP023757,has_ingredient,DSI000011,NHP
DSP023757,has_ingredient,DSI000022,NHP
DSP023758,has_ingredient,DSI000089,NHP
DSP023759,has_ingredient,DSI000176,NHP
DSP023760,has_ingredient,DSI002244,NHP
DSP023760,has_ingredient,DSI000172,NHP
DSP023760,has_ingredient,DSI000848,NHP
DSP023760,has_ingredient,DSI000402,NHP
DSP023760,has_ingredient,DSI000555,NHP
DSP023760,has_ingredient,DSI000014,NHP
DSP023760,has_ingredient,DSI000364,NHP
DSP023760,has_ingredient,DSI000354,NHP
DSP023760,has_ingredient,DSI002961,NHP
DSP023760,has_ingredient,DSI000459,NHP
DSP023760,has_ingredient,DSI000336,NHP
DSP023760,has_ingredient,DSI000737,NHP
DSP023760,has_ingredient,DSI000867,NHP
DSP023760,has_ingredient,DSI000242,NHP
DSP023760,has_ingredient,DSI000471,NHP
DSP023760,has_ingredient,DSI000041,NHP
DSP023760,has_ingredient,DSI000184,NHP
DSP023761,has_ingredient,DSI000254,NHP
DSP023761,has_ingredient,DSI000255,NHP
DSP023762,has_ingredient,DSI000578,NHP
DSP023762,has_ingredient,DSI000460,NHP
DSP023762,has_ingredient,DSI000614,NHP
DSP023762,has_ingredient,DSI000873,NHP
DSP023762,has_ingredient,DSI000196,NHP
DSP023762,has_ingredient,DSI000041,NHP
DSP023763,has_ingredient,DSI000254,NHP
DSP023763,has_ingredient,DSI000255,NHP
DSP023764,has_ingredient,DSI000254,NHP
DSP023764,has_ingredient,DSI000255,NHP
DSP023765,has_ingredient,DSI000450,NHP
DSP023765,has_ingredient,DSI000531,NHP
DSP023765,has_ingredient,DSI000926,NHP
DSP023766,has_ingredient,DSI002962,NHP
DSP023766,has_ingredient,DSI002400,NHP
DSP023766,has_ingredient,DSI002198,NHP
DSP023767,has_ingredient,DSI000578,NHP
DSP023767,has_ingredient,DSI000460,NHP
DSP023767,has_ingredient,DSI000614,NHP
DSP023767,has_ingredient,DSI000873,NHP
DSP023767,has_ingredient,DSI000196,NHP
DSP023768,has_ingredient,DSI002963,NHP
DSP023768,has_ingredient,DSI001637,NHP
DSP023768,has_ingredient,DSI000140,NHP
DSP023769,has_ingredient,DSI002964,NHP
DSP023770,has_ingredient,DSI000425,NHP
DSP023770,has_ingredient,DSI000698,NHP
DSP023770,has_ingredient,DSI000699,NHP
DSP023771,has_ingredient,DSI000020,NHP
DSP023772,has_ingredient,DSI001638,NHP
DSP023772,has_ingredient,DSI000481,NHP
DSP023773,has_ingredient,DSI000591,NHP
DSP023773,has_ingredient,DSI000008,NHP
DSP023773,has_ingredient,DSI000082,NHP
DSP023773,has_ingredient,DSI002078,NHP
DSP023773,has_ingredient,DSI000622,NHP
DSP023773,has_ingredient,DSI000403,NHP
DSP023774,has_ingredient,DSI000380,NHP
DSP023774,has_ingredient,DSI000666,NHP
DSP023774,has_ingredient,DSI001208,NHP
DSP023775,has_ingredient,DSI002965,NHP
DSP023775,has_ingredient,DSI000683,NHP
DSP023775,has_ingredient,DSI000125,NHP
DSP023776,has_ingredient,DSI000014,NHP
DSP023776,has_ingredient,DSI000176,NHP
DSP023776,has_ingredient,DSI002966,NHP
DSP023776,has_ingredient,DSI000020,NHP
DSP023776,has_ingredient,DSI000041,NHP
DSP023777,has_ingredient,DSI000683,NHP
DSP023777,has_ingredient,DSI000145,NHP
DSP023777,has_ingredient,DSI002967,NHP
DSP023778,has_ingredient,DSI000341,NHP
DSP023779,has_ingredient,DSI002962,NHP
DSP023779,has_ingredient,DSI002968,NHP
DSP023779,has_ingredient,DSI000115,NHP
DSP023780,has_ingredient,DSI002969,NHP
DSP023780,has_ingredient,DSI002961,NHP
DSP023780,has_ingredient,DSI000448,NHP
DSP023780,has_ingredient,DSI000374,NHP
DSP023781,has_ingredient,DSI002970,NHP
DSP023781,has_ingredient,DSI000140,NHP
DSP023781,has_ingredient,DSI000115,NHP
DSP023782,has_ingredient,DSI000326,NHP
DSP023783,has_ingredient,DSI001457,NHP
DSP023783,has_ingredient,DSI002470,NHP
DSP023783,has_ingredient,DSI002971,NHP
DSP023784,has_ingredient,DSI000172,NHP
DSP023784,has_ingredient,DSI000012,NHP
DSP023784,has_ingredient,DSI000071,NHP
DSP023784,has_ingredient,DSI000061,NHP
DSP023784,has_ingredient,DSI000173,NHP
DSP023784,has_ingredient,DSI000014,NHP
DSP023784,has_ingredient,DSI000175,NHP
DSP023784,has_ingredient,DSI000176,NHP
DSP023784,has_ingredient,DSI000161,NHP
DSP023784,has_ingredient,DSI000177,NHP
DSP023784,has_ingredient,DSI000178,NHP
DSP023784,has_ingredient,DSI000096,NHP
DSP023784,has_ingredient,DSI000017,NHP
DSP023784,has_ingredient,DSI000018,NHP
DSP023784,has_ingredient,DSI000002,NHP
DSP023784,has_ingredient,DSI000019,NHP
DSP023784,has_ingredient,DSI000011,NHP
DSP023784,has_ingredient,DSI000020,NHP
DSP023784,has_ingredient,DSI000021,NHP
DSP023784,has_ingredient,DSI000041,NHP
DSP023784,has_ingredient,DSI000022,NHP
DSP023784,has_ingredient,DSI000184,NHP
DSP023784,has_ingredient,DSI000006,NHP
DSP023785,has_ingredient,DSI002972,NHP
DSP023785,has_ingredient,DSI000787,NHP
DSP023785,has_ingredient,DSI000180,NHP
DSP023786,has_ingredient,DSI000317,NHP
DSP023786,has_ingredient,DSI000036,NHP
DSP023786,has_ingredient,DSI000137,NHP
DSP023786,has_ingredient,DSI002957,NHP
DSP023787,has_ingredient,DSI000029,NHP
DSP023787,has_ingredient,DSI000287,NHP
DSP023787,has_ingredient,DSI000534,NHP
DSP023787,has_ingredient,DSI000084,NHP
DSP023787,has_ingredient,DSI001015,NHP
DSP023787,has_ingredient,DSI000808,NHP
DSP023787,has_ingredient,DSI001023,NHP
DSP023787,has_ingredient,DSI000294,NHP
DSP023787,has_ingredient,DSI000193,NHP
DSP023788,has_ingredient,DSI000683,NHP
DSP023788,has_ingredient,DSI000793,NHP
DSP023788,has_ingredient,DSI000176,NHP
DSP023789,has_ingredient,DSI000010,NHP
DSP023789,has_ingredient,DSI001073,NHP
DSP023789,has_ingredient,DSI000070,NHP
DSP023789,has_ingredient,DSI000071,NHP
DSP023789,has_ingredient,DSI000782,NHP
DSP023789,has_ingredient,DSI000177,NHP
DSP023789,has_ingredient,DSI000006,NHP
DSP023790,has_ingredient,DSI000599,NHP
DSP023791,has_ingredient,DSI002973,NHP
DSP023792,has_ingredient,DSI002002,NHP
DSP023792,has_ingredient,DSI000283,NHP
DSP023792,has_ingredient,DSI000355,NHP
DSP023792,has_ingredient,DSI000506,NHP
DSP023792,has_ingredient,DSI000871,NHP
DSP023793,has_ingredient,DSI000030,NHP
DSP023794,has_ingredient,DSI000474,NHP
DSP023795,has_ingredient,DSI000056,NHP
DSP023796,has_ingredient,DSI002173,NHP
DSP023797,has_ingredient,DSI000443,NHP
DSP023797,has_ingredient,DSI000273,NHP
DSP023797,has_ingredient,DSI002244,NHP
DSP023797,has_ingredient,DSI000848,NHP
DSP023797,has_ingredient,DSI000364,NHP
DSP023797,has_ingredient,DSI000551,NHP
DSP023797,has_ingredient,DSI000336,NHP
DSP023798,has_ingredient,DSI001127,NHP
DSP023799,has_ingredient,DSI002974,NHP
DSP023799,has_ingredient,DSI000475,NHP
DSP023799,has_ingredient,DSI000184,NHP
DSP023800,has_ingredient,DSI000061,NHP
DSP023801,has_ingredient,DSI000071,NHP
DSP023801,has_ingredient,DSI000402,NHP
DSP023801,has_ingredient,DSI000041,NHP
DSP023802,has_ingredient,DSI000013,NHP
DSP023802,has_ingredient,DSI000172,NHP
DSP023802,has_ingredient,DSI000012,NHP
DSP023802,has_ingredient,DSI000071,NHP
DSP023802,has_ingredient,DSI000046,NHP
DSP023802,has_ingredient,DSI000061,NHP
DSP023802,has_ingredient,DSI000173,NHP
DSP023802,has_ingredient,DSI000014,NHP
DSP023802,has_ingredient,DSI000856,NHP
DSP023802,has_ingredient,DSI000015,NHP
DSP023802,has_ingredient,DSI000175,NHP
DSP023802,has_ingredient,DSI000355,NHP
DSP023802,has_ingredient,DSI000171,NHP
DSP023802,has_ingredient,DSI000268,NHP
DSP023802,has_ingredient,DSI000161,NHP
DSP023802,has_ingredient,DSI000177,NHP
DSP023802,has_ingredient,DSI001230,NHP
DSP023802,has_ingredient,DSI000178,NHP
DSP023802,has_ingredient,DSI000016,NHP
DSP023802,has_ingredient,DSI000017,NHP
DSP023802,has_ingredient,DSI000162,NHP
DSP023802,has_ingredient,DSI000018,NHP
DSP023802,has_ingredient,DSI000002,NHP
DSP023802,has_ingredient,DSI000000,NHP
DSP023802,has_ingredient,DSI000036,NHP
DSP023802,has_ingredient,DSI000019,NHP
DSP023802,has_ingredient,DSI000183,NHP
DSP023802,has_ingredient,DSI000011,NHP
DSP023802,has_ingredient,DSI000020,NHP
DSP023802,has_ingredient,DSI000021,NHP
DSP023802,has_ingredient,DSI000041,NHP
DSP023802,has_ingredient,DSI000022,NHP
DSP023802,has_ingredient,DSI000184,NHP
DSP023802,has_ingredient,DSI000387,NHP
DSP023802,has_ingredient,DSI000006,NHP
