DSP,Relation,DSI,Source
DSP017949,has_ingredient,DSI000175,NHP
DSP017949,has_ingredient,DSI000205,NHP
DSP017949,has_ingredient,DSI000017,NHP
DSP017949,has_ingredient,DSI000064,NHP
DSP017949,has_ingredient,DSI000278,NHP
DSP017949,has_ingredient,DSI000020,NHP
DSP017949,has_ingredient,DSI000021,NHP
DSP017950,has_ingredient,DSI000506,NHP
DSP017951,has_ingredient,DSI000012,NHP
DSP017951,has_ingredient,DSI000041,NHP
DSP017951,has_ingredient,DSI000184,NHP
DSP017952,has_ingredient,DSI000007,NHP
DSP017952,has_ingredient,DSI000008,NHP
DSP017952,has_ingredient,DSI000403,NHP
DSP017953,has_ingredient,DSI000326,NHP
DSP017953,has_ingredient,DSI000011,NHP
DSP017953,has_ingredient,DSI000041,NHP
DSP017953,has_ingredient,DSI000022,NHP
DSP017953,has_ingredient,DSI000184,NHP
DSP017953,has_ingredient,DSI000006,NHP
DSP017954,has_ingredient,DSI000264,NHP
DSP017955,has_ingredient,DSI000012,NHP
DSP017956,has_ingredient,DSI000400,NHP
DSP017956,has_ingredient,DSI000326,NHP
DSP017956,has_ingredient,DSI000011,NHP
DSP017956,has_ingredient,DSI000041,NHP
DSP017956,has_ingredient,DSI000022,NHP
DSP017956,has_ingredient,DSI000184,NHP
DSP017956,has_ingredient,DSI000006,NHP
DSP017957,has_ingredient,DSI000363,NHP
DSP017958,has_ingredient,DSI000080,NHP
DSP017959,has_ingredient,DSI000012,NHP
DSP017959,has_ingredient,DSI000013,NHP
DSP017959,has_ingredient,DSI000014,NHP
DSP017959,has_ingredient,DSI000015,NHP
DSP017959,has_ingredient,DSI000175,NHP
DSP017959,has_ingredient,DSI000017,NHP
DSP017959,has_ingredient,DSI000011,NHP
DSP017959,has_ingredient,DSI000020,NHP
DSP017959,has_ingredient,DSI000021,NHP
DSP017959,has_ingredient,DSI000041,NHP
DSP017959,has_ingredient,DSI000022,NHP
DSP017959,has_ingredient,DSI000184,NHP
DSP017959,has_ingredient,DSI000006,NHP
DSP017960,has_ingredient,DSI000011,NHP
DSP017961,has_ingredient,DSI000022,NHP
DSP017962,has_ingredient,DSI000873,NHP
DSP017963,has_ingredient,DSI000012,NHP
DSP017963,has_ingredient,DSI000061,NHP
DSP017963,has_ingredient,DSI000173,NHP
DSP017963,has_ingredient,DSI000014,NHP
DSP017963,has_ingredient,DSI000175,NHP
DSP017963,has_ingredient,DSI000176,NHP
DSP017963,has_ingredient,DSI000158,NHP
DSP017963,has_ingredient,DSI000230,NHP
DSP017963,has_ingredient,DSI000231,NHP
DSP017963,has_ingredient,DSI000229,NHP
DSP017963,has_ingredient,DSI000188,NHP
DSP017963,has_ingredient,DSI000096,NHP
DSP017963,has_ingredient,DSI000017,NHP
DSP017963,has_ingredient,DSI000018,NHP
DSP017963,has_ingredient,DSI000002,NHP
DSP017963,has_ingredient,DSI000019,NHP
DSP017963,has_ingredient,DSI000011,NHP
DSP017963,has_ingredient,DSI000020,NHP
DSP017963,has_ingredient,DSI000021,NHP
DSP017963,has_ingredient,DSI000041,NHP
DSP017963,has_ingredient,DSI000022,NHP
DSP017963,has_ingredient,DSI000184,NHP
DSP017963,has_ingredient,DSI000359,NHP
DSP017963,has_ingredient,DSI000259,NHP
DSP017963,has_ingredient,DSI000189,NHP
DSP017963,has_ingredient,DSI000611,NHP
DSP017963,has_ingredient,DSI000006,NHP
DSP017964,has_ingredient,DSI000023,NHP
DSP017965,has_ingredient,DSI001283,NHP
DSP017965,has_ingredient,DSI000262,NHP
DSP017965,has_ingredient,DSI000012,NHP
DSP017965,has_ingredient,DSI000013,NHP
DSP017965,has_ingredient,DSI000082,NHP
DSP017965,has_ingredient,DSI000615,NHP
DSP017965,has_ingredient,DSI000003,NHP
DSP017965,has_ingredient,DSI000015,NHP
DSP017965,has_ingredient,DSI000441,NHP
DSP017965,has_ingredient,DSI000618,NHP
DSP017965,has_ingredient,DSI000036,NHP
DSP017965,has_ingredient,DSI000184,NHP
DSP017966,has_ingredient,DSI000056,NHP
DSP017967,has_ingredient,DSI000591,NHP
DSP017967,has_ingredient,DSI000082,NHP
DSP017967,has_ingredient,DSI000363,NHP
DSP017968,has_ingredient,DSI002662,NHP
DSP017969,has_ingredient,DSI000022,NHP
DSP017970,has_ingredient,DSI000022,NHP
DSP017971,has_ingredient,DSI000419,NHP
DSP017971,has_ingredient,DSI000262,NHP
DSP017971,has_ingredient,DSI000172,NHP
DSP017971,has_ingredient,DSI000012,NHP
DSP017971,has_ingredient,DSI000071,NHP
DSP017971,has_ingredient,DSI000973,NHP
DSP017971,has_ingredient,DSI000013,NHP
DSP017971,has_ingredient,DSI000061,NHP
DSP017971,has_ingredient,DSI000014,NHP
DSP017971,has_ingredient,DSI000404,NHP
DSP017971,has_ingredient,DSI000015,NHP
DSP017971,has_ingredient,DSI000458,NHP
DSP017971,has_ingredient,DSI000175,NHP
DSP017971,has_ingredient,DSI000161,NHP
DSP017971,has_ingredient,DSI000177,NHP
DSP017971,has_ingredient,DSI000178,NHP
DSP017971,has_ingredient,DSI000096,NHP
DSP017971,has_ingredient,DSI000016,NHP
DSP017971,has_ingredient,DSI000017,NHP
DSP017971,has_ingredient,DSI000407,NHP
DSP017971,has_ingredient,DSI000162,NHP
DSP017971,has_ingredient,DSI000018,NHP
DSP017971,has_ingredient,DSI000002,NHP
DSP017971,has_ingredient,DSI000019,NHP
DSP017971,has_ingredient,DSI000183,NHP
DSP017971,has_ingredient,DSI000011,NHP
DSP017971,has_ingredient,DSI000020,NHP
DSP017971,has_ingredient,DSI000021,NHP
DSP017971,has_ingredient,DSI000041,NHP
DSP017971,has_ingredient,DSI000184,NHP
DSP017971,has_ingredient,DSI000006,NHP
DSP017972,has_ingredient,DSI001111,NHP
DSP017972,has_ingredient,DSI000491,NHP
DSP017972,has_ingredient,DSI000022,NHP
DSP017973,has_ingredient,DSI000041,NHP
DSP017974,has_ingredient,DSI000188,NHP
DSP017975,has_ingredient,DSI000385,NHP
DSP017976,has_ingredient,DSI000371,NHP
DSP017977,has_ingredient,DSI001389,NHP
DSP017978,has_ingredient,DSI000455,NHP
DSP017978,has_ingredient,DSI000354,NHP
DSP017978,has_ingredient,DSI000580,NHP
DSP017978,has_ingredient,DSI000491,NHP
DSP017979,has_ingredient,DSI001043,NHP
DSP017980,has_ingredient,DSI000576,NHP
DSP017981,has_ingredient,DSI000912,NHP
DSP017981,has_ingredient,DSI000848,NHP
DSP017981,has_ingredient,DSI000521,NHP
DSP017981,has_ingredient,DSI001464,NHP
DSP017981,has_ingredient,DSI000111,NHP
DSP017981,has_ingredient,DSI000474,NHP
DSP017981,has_ingredient,DSI001963,NHP
DSP017981,has_ingredient,DSI000504,NHP
DSP017981,has_ingredient,DSI000001,NHP
DSP017982,has_ingredient,DSI002663,NHP
DSP017983,has_ingredient,DSI000056,NHP
DSP017983,has_ingredient,DSI000022,NHP
DSP017984,has_ingredient,DSI000324,NHP
DSP017984,has_ingredient,DSI000074,NHP
DSP017985,has_ingredient,DSI000567,NHP
DSP017985,has_ingredient,DSI000097,NHP
DSP017986,has_ingredient,DSI001023,NHP
DSP017987,has_ingredient,DSI000044,NHP
DSP017987,has_ingredient,DSI000056,NHP
DSP017987,has_ingredient,DSI000022,NHP
DSP017988,has_ingredient,DSI000014,NHP
DSP017988,has_ingredient,DSI000268,NHP
DSP017988,has_ingredient,DSI000002,NHP
DSP017988,has_ingredient,DSI000041,NHP
DSP017988,has_ingredient,DSI000022,NHP
DSP017988,has_ingredient,DSI000184,NHP
DSP017988,has_ingredient,DSI000006,NHP
DSP017989,has_ingredient,DSI000015,NHP
DSP017990,has_ingredient,DSI000361,NHP
DSP017991,has_ingredient,DSI000096,NHP
DSP017992,has_ingredient,DSI001107,NHP
DSP017992,has_ingredient,DSI000031,NHP
DSP017992,has_ingredient,DSI000101,NHP
DSP017992,has_ingredient,DSI000105,NHP
DSP017992,has_ingredient,DSI000097,NHP
DSP017992,has_ingredient,DSI000576,NHP
DSP017992,has_ingredient,DSI000578,NHP
DSP017993,has_ingredient,DSI000471,NHP
DSP017994,has_ingredient,DSI000084,NHP
DSP017995,has_ingredient,DSI000257,NHP
DSP017996,has_ingredient,DSI000228,NHP
DSP017996,has_ingredient,DSI000411,NHP
DSP017997,has_ingredient,DSI000209,NHP
DSP017998,has_ingredient,DSI001098,NHP
DSP017998,has_ingredient,DSI000417,NHP
DSP017998,has_ingredient,DSI000746,NHP
DSP017998,has_ingredient,DSI000347,NHP
DSP017998,has_ingredient,DSI000084,NHP
DSP017998,has_ingredient,DSI000090,NHP
DSP017998,has_ingredient,DSI000098,NHP
DSP017999,has_ingredient,DSI000471,NHP
DSP018000,has_ingredient,DSI000092,NHP
DSP010038,has_ingredient,DSI000203,NHP
DSP010038,has_ingredient,DSI000180,NHP
DSP010038,has_ingredient,DSI000351,NHP
DSP018001,has_ingredient,DSI000352,NHP
DSP018001,has_ingredient,DSI000488,NHP
DSP018001,has_ingredient,DSI000489,NHP
DSP018001,has_ingredient,DSI000490,NHP
DSP018001,has_ingredient,DSI000455,NHP
DSP018001,has_ingredient,DSI000580,NHP
DSP018001,has_ingredient,DSI000725,NHP
DSP018001,has_ingredient,DSI000583,NHP
DSP018002,has_ingredient,DSI000155,NHP
DSP018003,has_ingredient,DSI000254,NHP
DSP018003,has_ingredient,DSI000255,NHP
DSP018004,has_ingredient,DSI000352,NHP
DSP018004,has_ingredient,DSI000354,NHP
DSP018005,has_ingredient,DSI001040,NHP
DSP018005,has_ingredient,DSI000490,NHP
DSP018005,has_ingredient,DSI000455,NHP
DSP018005,has_ingredient,DSI000354,NHP
DSP018005,has_ingredient,DSI000580,NHP
DSP018005,has_ingredient,DSI000491,NHP
DSP018006,has_ingredient,DSI000254,NHP
DSP018007,has_ingredient,DSI000715,NHP
DSP018007,has_ingredient,DSI000376,NHP
DSP018007,has_ingredient,DSI000289,NHP
DSP018007,has_ingredient,DSI001129,NHP
DSP018007,has_ingredient,DSI000294,NHP
DSP018007,has_ingredient,DSI000295,NHP
DSP018007,has_ingredient,DSI000199,NHP
DSP018008,has_ingredient,DSI000042,NHP
DSP018009,has_ingredient,DSI002664,NHP
DSP018010,has_ingredient,DSI000044,NHP
DSP018011,has_ingredient,DSI002664,NHP
DSP018012,has_ingredient,DSI002665,NHP
DSP018013,has_ingredient,DSI000383,NHP
DSP018013,has_ingredient,DSI002005,NHP
DSP018013,has_ingredient,DSI000501,NHP
DSP018014,has_ingredient,DSI002665,NHP
DSP018015,has_ingredient,DSI002666,NHP
DSP018016,has_ingredient,DSI000110,NHP
DSP018017,has_ingredient,DSI002666,NHP
DSP018018,has_ingredient,DSI001040,NHP
DSP018018,has_ingredient,DSI000490,NHP
DSP018018,has_ingredient,DSI000455,NHP
DSP018018,has_ingredient,DSI000354,NHP
DSP018018,has_ingredient,DSI000580,NHP
DSP018018,has_ingredient,DSI000491,NHP
DSP018019,has_ingredient,DSI000675,NHP
DSP018020,has_ingredient,DSI000026,NHP
DSP018020,has_ingredient,DSI000574,NHP
DSP018020,has_ingredient,DSI000089,NHP
DSP018020,has_ingredient,DSI000402,NHP
DSP018020,has_ingredient,DSI001458,NHP
DSP018020,has_ingredient,DSI000068,NHP
DSP018021,has_ingredient,DSI000076,NHP
DSP018022,has_ingredient,DSI000675,NHP
DSP018023,has_ingredient,DSI000060,NHP
DSP018023,has_ingredient,DSI000246,NHP
DSP018023,has_ingredient,DSI000097,NHP
DSP018023,has_ingredient,DSI000063,NHP
DSP018023,has_ingredient,DSI000327,NHP
DSP018023,has_ingredient,DSI000980,NHP
DSP018023,has_ingredient,DSI000947,NHP
DSP018024,has_ingredient,DSI002667,NHP
DSP018025,has_ingredient,DSI002667,NHP
DSP018026,has_ingredient,DSI000802,NHP
DSP018027,has_ingredient,DSI000029,NHP
DSP018027,has_ingredient,DSI000046,NHP
DSP018027,has_ingredient,DSI000091,NHP
DSP018027,has_ingredient,DSI000006,NHP
DSP018028,has_ingredient,DSI000802,NHP
DSP018029,has_ingredient,DSI002668,NHP
DSP018030,has_ingredient,DSI001333,NHP
DSP018030,has_ingredient,DSI000234,NHP
DSP018030,has_ingredient,DSI000747,NHP
DSP018030,has_ingredient,DSI000086,NHP
DSP018031,has_ingredient,DSI000400,NHP
DSP018032,has_ingredient,DSI002668,NHP
DSP018033,has_ingredient,DSI000056,NHP
DSP018033,has_ingredient,DSI000022,NHP
DSP012735,has_ingredient,DSI000587,NHP
DSP012735,has_ingredient,DSI000031,NHP
DSP018034,has_ingredient,DSI000624,NHP
DSP018035,has_ingredient,DSI000715,NHP
DSP018035,has_ingredient,DSI000376,NHP
DSP018035,has_ingredient,DSI000289,NHP
DSP018035,has_ingredient,DSI001129,NHP
DSP018035,has_ingredient,DSI000294,NHP
DSP018035,has_ingredient,DSI000295,NHP
DSP018035,has_ingredient,DSI000199,NHP
DSP018036,has_ingredient,DSI001477,NHP
DSP018037,has_ingredient,DSI000624,NHP
DSP018038,has_ingredient,DSI000157,NHP
DSP018039,has_ingredient,DSI001477,NHP
DSP018040,has_ingredient,DSI000157,NHP
DSP018041,has_ingredient,DSI001028,NHP
DSP018041,has_ingredient,DSI000510,NHP
DSP018041,has_ingredient,DSI001084,NHP
DSP018041,has_ingredient,DSI000234,NHP
DSP018041,has_ingredient,DSI001464,NHP
DSP018041,has_ingredient,DSI000074,NHP
DSP018041,has_ingredient,DSI000043,NHP
DSP018041,has_ingredient,DSI000486,NHP
DSP018041,has_ingredient,DSI000295,NHP
DSP018041,has_ingredient,DSI000199,NHP
DSP018041,has_ingredient,DSI000006,NHP
DSP018041,has_ingredient,DSI000042,NHP
DSP018041,has_ingredient,DSI000487,NHP
DSP018042,has_ingredient,DSI000069,NHP
DSP018042,has_ingredient,DSI001083,NHP
DSP018042,has_ingredient,DSI000534,NHP
DSP018042,has_ingredient,DSI000325,NHP
DSP018042,has_ingredient,DSI000225,NHP
DSP018042,has_ingredient,DSI000198,NHP
DSP018042,has_ingredient,DSI000118,NHP
DSP018042,has_ingredient,DSI000816,NHP
DSP018042,has_ingredient,DSI000006,NHP
DSP018043,has_ingredient,DSI000483,NHP
DSP018044,has_ingredient,DSI000222,NHP
DSP018044,has_ingredient,DSI000168,NHP
DSP018044,has_ingredient,DSI001083,NHP
DSP018044,has_ingredient,DSI000325,NHP
DSP018044,has_ingredient,DSI000504,NHP
DSP018044,has_ingredient,DSI000118,NHP
DSP018044,has_ingredient,DSI000816,NHP
DSP018044,has_ingredient,DSI000338,NHP
DSP018044,has_ingredient,DSI000153,NHP
DSP018044,has_ingredient,DSI000926,NHP
DSP018044,has_ingredient,DSI000006,NHP
DSP018045,has_ingredient,DSI000273,NHP
DSP018045,has_ingredient,DSI000274,NHP
DSP018045,has_ingredient,DSI000100,NHP
DSP018045,has_ingredient,DSI000103,NHP
DSP018045,has_ingredient,DSI000336,NHP
DSP018045,has_ingredient,DSI001122,NHP
DSP018045,has_ingredient,DSI000277,NHP
DSP018045,has_ingredient,DSI000036,NHP
DSP018045,has_ingredient,DSI000364,NHP
DSP018045,has_ingredient,DSI000342,NHP
DSP018045,has_ingredient,DSI000278,NHP
DSP018045,has_ingredient,DSI000280,NHP
DSP018046,has_ingredient,DSI000045,NHP
DSP018046,has_ingredient,DSI000042,NHP
DSP018047,has_ingredient,DSI000425,NHP
DSP018048,has_ingredient,DSI000029,NHP
DSP018048,has_ingredient,DSI000204,NHP
DSP018048,has_ingredient,DSI000746,NHP
DSP018048,has_ingredient,DSI000747,NHP
DSP018048,has_ingredient,DSI000690,NHP
DSP018048,has_ingredient,DSI000098,NHP
DSP018049,has_ingredient,DSI000082,NHP
DSP018049,has_ingredient,DSI001122,NHP
DSP018049,has_ingredient,DSI000036,NHP
DSP018049,has_ingredient,DSI000038,NHP
DSP018050,has_ingredient,DSI000080,NHP
DSP018051,has_ingredient,DSI000021,NHP
DSP018052,has_ingredient,DSI000273,NHP
DSP018052,has_ingredient,DSI000274,NHP
DSP018052,has_ingredient,DSI002179,NHP
DSP018052,has_ingredient,DSI000097,NHP
DSP018052,has_ingredient,DSI001039,NHP
DSP018052,has_ingredient,DSI000592,NHP
DSP018052,has_ingredient,DSI000336,NHP
DSP018052,has_ingredient,DSI001122,NHP
DSP018052,has_ingredient,DSI000277,NHP
DSP018052,has_ingredient,DSI000295,NHP
DSP018052,has_ingredient,DSI000364,NHP
DSP018052,has_ingredient,DSI000086,NHP
DSP018052,has_ingredient,DSI000278,NHP
DSP018052,has_ingredient,DSI000042,NHP
DSP018052,has_ingredient,DSI000280,NHP
DSP018053,has_ingredient,DSI000646,NHP
DSP018054,has_ingredient,DSI000418,NHP
DSP018054,has_ingredient,DSI000171,NHP
DSP018054,has_ingredient,DSI000936,NHP
DSP018054,has_ingredient,DSI000172,NHP
DSP018054,has_ingredient,DSI001169,NHP
DSP018054,has_ingredient,DSI000041,NHP
DSP018054,has_ingredient,DSI000184,NHP
DSP018054,has_ingredient,DSI000006,NHP
DSP018055,has_ingredient,DSI000361,NHP
DSP018056,has_ingredient,DSI000646,NHP
DSP018056,has_ingredient,DSI000611,NHP
DSP018057,has_ingredient,DSI000587,NHP
DSP018057,has_ingredient,DSI000260,NHP
DSP018057,has_ingredient,DSI000341,NHP
DSP018057,has_ingredient,DSI000073,NHP
DSP018057,has_ingredient,DSI000113,NHP
DSP018057,has_ingredient,DSI001202,NHP
DSP018057,has_ingredient,DSI000501,NHP
DSP018057,has_ingredient,DSI000041,NHP
DSP018058,has_ingredient,DSI000044,NHP
DSP018058,has_ingredient,DSI000587,NHP
DSP018058,has_ingredient,DSI000073,NHP
DSP018058,has_ingredient,DSI000000,NHP
DSP018058,has_ingredient,DSI000872,NHP
DSP018058,has_ingredient,DSI000571,NHP
DSP018058,has_ingredient,DSI000041,NHP
DSP018059,has_ingredient,DSI000974,NHP
DSP018059,has_ingredient,DSI000941,NHP
DSP018059,has_ingredient,DSI000821,NHP
DSP018059,has_ingredient,DSI000245,NHP
DSP018059,has_ingredient,DSI000299,NHP
DSP018059,has_ingredient,DSI000247,NHP
DSP018059,has_ingredient,DSI000822,NHP
DSP018060,has_ingredient,DSI000260,NHP
DSP018060,has_ingredient,DSI000082,NHP
DSP018060,has_ingredient,DSI000003,NHP
DSP018060,has_ingredient,DSI000441,NHP
DSP018060,has_ingredient,DSI000036,NHP
DSP018060,has_ingredient,DSI000041,NHP
DSP018060,has_ingredient,DSI000052,NHP
DSP018060,has_ingredient,DSI000822,NHP
DSP018061,has_ingredient,DSI002669,NHP
DSP018062,has_ingredient,DSI002670,NHP
DSP018063,has_ingredient,DSI002670,NHP
DSP018064,has_ingredient,DSI000361,NHP
DSP018065,has_ingredient,DSI002669,NHP
DSP018066,has_ingredient,DSI000172,NHP
DSP018067,has_ingredient,DSI000045,NHP
DSP018068,has_ingredient,DSI000044,NHP
DSP018068,has_ingredient,DSI000587,NHP
DSP018068,has_ingredient,DSI000941,NHP
DSP018068,has_ingredient,DSI000073,NHP
DSP018068,has_ingredient,DSI000660,NHP
DSP018068,has_ingredient,DSI000205,NHP
DSP018068,has_ingredient,DSI000571,NHP
DSP018068,has_ingredient,DSI000041,NHP
DSP018068,has_ingredient,DSI001497,NHP
DSP018069,has_ingredient,DSI001451,NHP
DSP018069,has_ingredient,DSI000260,NHP
DSP018069,has_ingredient,DSI000324,NHP
DSP018069,has_ingredient,DSI000170,NHP
DSP018069,has_ingredient,DSI000341,NHP
DSP018069,has_ingredient,DSI000598,NHP
DSP018069,has_ingredient,DSI000043,NHP
DSP018069,has_ingredient,DSI000228,NHP
DSP018069,has_ingredient,DSI000237,NHP
DSP018069,has_ingredient,DSI000501,NHP
DSP018070,has_ingredient,DSI000230,NHP
DSP018070,has_ingredient,DSI000231,NHP
DSP018070,has_ingredient,DSI000229,NHP
DSP018071,has_ingredient,DSI000007,NHP
DSP018071,has_ingredient,DSI000008,NHP
DSP018071,has_ingredient,DSI000363,NHP
DSP018071,has_ingredient,DSI000190,NHP
DSP018071,has_ingredient,DSI000403,NHP
DSP018071,has_ingredient,DSI000041,NHP
DSP018071,has_ingredient,DSI000052,NHP
DSP018072,has_ingredient,DSI000044,NHP
DSP018072,has_ingredient,DSI000587,NHP
DSP018072,has_ingredient,DSI000073,NHP
DSP018072,has_ingredient,DSI000232,NHP
DSP018072,has_ingredient,DSI000158,NHP
DSP018072,has_ingredient,DSI000205,NHP
DSP018072,has_ingredient,DSI000188,NHP
DSP018072,has_ingredient,DSI001497,NHP
DSP018073,has_ingredient,DSI001026,NHP
DSP018073,has_ingredient,DSI000953,NHP
DSP018073,has_ingredient,DSI000082,NHP
DSP018073,has_ingredient,DSI000341,NHP
DSP018073,has_ingredient,DSI000381,NHP
DSP018073,has_ingredient,DSI000501,NHP
DSP018074,has_ingredient,DSI001305,NHP
DSP018074,has_ingredient,DSI000087,NHP
DSP018074,has_ingredient,DSI000264,NHP
DSP018074,has_ingredient,DSI000212,NHP
DSP018074,has_ingredient,DSI000074,NHP
DSP018074,has_ingredient,DSI000237,NHP
DSP018074,has_ingredient,DSI000067,NHP
DSP018075,has_ingredient,DSI000074,NHP
DSP018076,has_ingredient,DSI001456,NHP
DSP018076,has_ingredient,DSI000003,NHP
DSP018076,has_ingredient,DSI000245,NHP
DSP018076,has_ingredient,DSI000235,NHP
DSP018076,has_ingredient,DSI000299,NHP
DSP018076,has_ingredient,DSI000504,NHP
DSP018076,has_ingredient,DSI000043,NHP
DSP018076,has_ingredient,DSI000228,NHP
DSP018076,has_ingredient,DSI000571,NHP
DSP018076,has_ingredient,DSI000041,NHP
DSP018077,has_ingredient,DSI000587,NHP
DSP018077,has_ingredient,DSI000073,NHP
DSP018077,has_ingredient,DSI000113,NHP
DSP018077,has_ingredient,DSI000373,NHP
DSP018077,has_ingredient,DSI000036,NHP
DSP018077,has_ingredient,DSI000872,NHP
DSP018077,has_ingredient,DSI000571,NHP
DSP018077,has_ingredient,DSI000041,NHP
DSP018078,has_ingredient,DSI001499,NHP
DSP018078,has_ingredient,DSI000571,NHP
DSP018078,has_ingredient,DSI000196,NHP
DSP018078,has_ingredient,DSI000041,NHP
DSP018079,has_ingredient,DSI001451,NHP
DSP018079,has_ingredient,DSI000044,NHP
DSP018079,has_ingredient,DSI000587,NHP
DSP018079,has_ingredient,DSI000598,NHP
DSP018079,has_ingredient,DSI001499,NHP
DSP018079,has_ingredient,DSI000571,NHP
DSP018079,has_ingredient,DSI000196,NHP
DSP018079,has_ingredient,DSI000041,NHP
DSP018079,has_ingredient,DSI001497,NHP
DSP018080,has_ingredient,DSI000022,NHP
DSP018081,has_ingredient,DSI000045,NHP
DSP018082,has_ingredient,DSI001451,NHP
DSP018082,has_ingredient,DSI000587,NHP
DSP018082,has_ingredient,DSI000012,NHP
DSP018082,has_ingredient,DSI000073,NHP
DSP018082,has_ingredient,DSI000363,NHP
DSP018082,has_ingredient,DSI000373,NHP
DSP018082,has_ingredient,DSI000190,NHP
DSP018082,has_ingredient,DSI000571,NHP
DSP018082,has_ingredient,DSI000041,NHP
DSP018082,has_ingredient,DSI001497,NHP
DSP018083,has_ingredient,DSI000044,NHP
DSP018083,has_ingredient,DSI000587,NHP
DSP018083,has_ingredient,DSI000073,NHP
DSP018083,has_ingredient,DSI000205,NHP
DSP018083,has_ingredient,DSI000571,NHP
DSP018083,has_ingredient,DSI000218,NHP
DSP018084,has_ingredient,DSI000044,NHP
DSP018084,has_ingredient,DSI000587,NHP
DSP018084,has_ingredient,DSI000073,NHP
DSP018084,has_ingredient,DSI000066,NHP
DSP018084,has_ingredient,DSI000571,NHP
DSP018084,has_ingredient,DSI000041,NHP
DSP018084,has_ingredient,DSI000052,NHP
DSP018085,has_ingredient,DSI000061,NHP
DSP018085,has_ingredient,DSI000002,NHP
DSP018085,has_ingredient,DSI000041,NHP
DSP018085,has_ingredient,DSI000006,NHP
DSP018086,has_ingredient,DSI000059,NHP
DSP018086,has_ingredient,DSI000046,NHP
DSP018086,has_ingredient,DSI000074,NHP
DSP018086,has_ingredient,DSI000043,NHP
DSP018086,has_ingredient,DSI000095,NHP
DSP018087,has_ingredient,DSI000071,NHP
DSP018087,has_ingredient,DSI000228,NHP
DSP018087,has_ingredient,DSI000019,NHP
DSP018087,has_ingredient,DSI000041,NHP
DSP018088,has_ingredient,DSI000014,NHP
DSP018088,has_ingredient,DSI000020,NHP
DSP018089,has_ingredient,DSI000285,NHP
DSP018089,has_ingredient,DSI000047,NHP
DSP018089,has_ingredient,DSI000073,NHP
DSP018089,has_ingredient,DSI000050,NHP
DSP018089,has_ingredient,DSI000221,NHP
DSP018089,has_ingredient,DSI000338,NHP
DSP018090,has_ingredient,DSI000621,NHP
DSP018091,has_ingredient,DSI000463,NHP
DSP018091,has_ingredient,DSI000209,NHP
DSP018091,has_ingredient,DSI000014,NHP
DSP018091,has_ingredient,DSI000205,NHP
DSP018091,has_ingredient,DSI000445,NHP
DSP018091,has_ingredient,DSI000161,NHP
DSP018091,has_ingredient,DSI000016,NHP
DSP018091,has_ingredient,DSI000017,NHP
DSP018091,has_ingredient,DSI000018,NHP
DSP018091,has_ingredient,DSI000208,NHP
DSP018091,has_ingredient,DSI000213,NHP
DSP018091,has_ingredient,DSI000019,NHP
DSP018091,has_ingredient,DSI000020,NHP
DSP018091,has_ingredient,DSI000021,NHP
DSP018091,has_ingredient,DSI000006,NHP
DSP018092,has_ingredient,DSI000436,NHP
DSP018092,has_ingredient,DSI000074,NHP
DSP018092,has_ingredient,DSI000043,NHP
DSP018092,has_ingredient,DSI000237,NHP
DSP018093,has_ingredient,DSI000044,NHP
DSP018093,has_ingredient,DSI000061,NHP
DSP018093,has_ingredient,DSI000002,NHP
DSP018093,has_ingredient,DSI000041,NHP
DSP018094,has_ingredient,DSI002671,NHP
DSP018095,has_ingredient,DSI000943,NHP
DSP018096,has_ingredient,DSI000272,NHP
DSP018096,has_ingredient,DSI000274,NHP
DSP018096,has_ingredient,DSI000172,NHP
DSP018096,has_ingredient,DSI000012,NHP
DSP018096,has_ingredient,DSI001042,NHP
DSP018096,has_ingredient,DSI001294,NHP
DSP018096,has_ingredient,DSI000456,NHP
DSP018096,has_ingredient,DSI000457,NHP
DSP018096,has_ingredient,DSI000071,NHP
DSP018096,has_ingredient,DSI001333,NHP
DSP018096,has_ingredient,DSI000061,NHP
DSP018096,has_ingredient,DSI000173,NHP
DSP018096,has_ingredient,DSI000014,NHP
DSP018096,has_ingredient,DSI000404,NHP
DSP018096,has_ingredient,DSI000176,NHP
DSP018096,has_ingredient,DSI000721,NHP
DSP018096,has_ingredient,DSI000161,NHP
DSP018096,has_ingredient,DSI000177,NHP
DSP018096,has_ingredient,DSI000097,NHP
DSP018096,has_ingredient,DSI000565,NHP
DSP018096,has_ingredient,DSI000184,NHP
DSP018096,has_ingredient,DSI000096,NHP
DSP018096,has_ingredient,DSI000017,NHP
DSP018096,has_ingredient,DSI000032,NHP
DSP018096,has_ingredient,DSI000277,NHP
DSP018096,has_ingredient,DSI000018,NHP
DSP018096,has_ingredient,DSI000002,NHP
DSP018096,has_ingredient,DSI000460,NHP
DSP018096,has_ingredient,DSI000038,NHP
DSP018096,has_ingredient,DSI000019,NHP
DSP018096,has_ingredient,DSI000876,NHP
DSP018096,has_ingredient,DSI000278,NHP
DSP018096,has_ingredient,DSI000011,NHP
DSP018096,has_ingredient,DSI000020,NHP
DSP018096,has_ingredient,DSI000021,NHP
DSP018096,has_ingredient,DSI000041,NHP
DSP018096,has_ingredient,DSI000022,NHP
DSP018096,has_ingredient,DSI000359,NHP
DSP018096,has_ingredient,DSI000006,NHP
DSP018096,has_ingredient,DSI000042,NHP
DSP018096,has_ingredient,DSI000280,NHP
DSP018097,has_ingredient,DSI000521,NHP
